site	dec_date	yyyymmdd	hhmmss	wind_dir	wind_spd	hfc134a	hfc134a_sd
psa	2010.76387	20101006	1930	70	17.5	54.12	0.02
psa	2010.83456	20101101	1444	357	10.8	54.65	0.21
psa	2010.87340	20101115	1900	359	7.9	54.92	0.01
psa	2010.91383	20101130	1309	74	9.9	54.65	0.07
psa	2010.94930	20101213	1154	116	7	54.96	0.01
psa	2010.98845	20101227	1851	10	6.9	55.02	0.05
psa	2011.03795	20110114	2024	202	4.6	55.18	0.06
psa	2011.07051	20110126	1740	238	7.5	55.24	0.06
psa	2011.10338	20110207	1736	33	7.6	55.34	0.06
psa	2011.14672	20110223	1315	18	14.1	55.73	0.18
psa	2011.18509	20110309	1324	98	7.3	55.65	0.32
psa	2011.22895	20110325	1336	125	3.4	56.05	0.09
psa	2011.25644	20110404	1427	83	8.9	56.38	0.02
psa	2011.29823	20110419	2032	20	4.4	56.57	0.15
psa	2011.33302	20110502	1317	50	3.3	57.08	0.11
psa	2011.45079	20110614	1256	5	5.4	57.86	0.09
psa	2011.48670	20110627	1528	275	9.1	57.74	0.23
psa	2011.52775	20110712	1508	235	3.2	58.16	0.22
psa	2011.56316	20110725	1318	291	3.4	59.04	0.27
psa	2011.61807	20110814	1417	105	3.2	58.60	0.19
psa	2011.63975	20110822	1212	29	11.6	59.16	0.08
psa	2011.68353	20110907	1145	217	4.8	59.11	0.12
psa	2011.71659	20110919	1321	256	4.1	59.14	0.11
psa	2011.76382	20111006	1905	316	2.8	59.46	0.22
psa	2011.79394	20111017	1853	21	12.6	59.52	0.06
psa	2011.83425	20111101	1200	23	6.7	59.68	0.26
psa	2011.88073	20111118	1111	116	3.6	59.93	0.09
psa	2011.91769	20111201	2258	325	3.2	59.95	0.32
psa	2011.95211	20111214	1227	312	6.1	59.94	0.24
psa	2011.99879	20111231	1322	339	5.5	59.97	0.27
psa	2012.02898	20120111	1433	268	6.7	60.08	0.24
psa	2012.06207	20120123	1711	238	9.3	61.44	0.14
psa	2012.17618	20120305	1132	66	6.9	61.44	0.07
psa	2012.21981	20120321	1051	212	6.3	61.33	0.36
psa	2012.25544	20120403	1149	97	8.7	62.02	0.05
psa	2012.29095	20120416	1141	132	5.8	61.99	0.21
psa	2012.32927	20120430	1219	38	7.4	62.13	0.12
psa	2012.36761	20120514	1306	37	12.4	61.95	0.11
psa	2012.40940	20120529	2010	350	2.7	62.25	0.16
psa	2012.44681	20120612	1246	83	5	62.25	0.19
psa	2012.48245	20120625	1352	119	15.2	62.66	0.25
psa	2012.55952	20120723	1848	232	7.1	62.92	0.00
psa	2012.59731	20120806	1448	78	14.2	63.11	0.01
psa	2012.63530	20120820	1227	343	6.5	63.39	0.06
psa	2012.67346	20120903	1139	280	3.1	64.21	0.47
psa	2012.71170	20120917	1132	352	5.4	63.98	0.09
psa	2012.78100	20121012	2020	325	9.9	64.34	0.14
psa	2012.80291	20121020	2045	116	8.3	64.48	0.06
psa	2012.84308	20121104	1339	119	5.8	64.62	0.08
psa	2012.87878	20121117	1510	130	4.5	64.64	0.03
psa	2012.91720	20121201	1642	135	4.6	64.57	0.04
psa	2012.99417	20121229	2045	318	4.2	64.77	0.02
psa	2013.02672	20130110	1805	82	3.2	64.80	0.05
psa	2013.05884	20130122	1124	124	6.2	64.87	0.09
psa	2013.13371	20130218	1920	94	3.4	65.05	0.18
psa	2013.18539	20130309	1602	180	2.7	65.19	0.11
psa	2013.22086	20130322	1442	108	6.1	65.35	0.07
psa	2013.25711	20130404	2015	32	10.1	65.67	0.00
psa	2013.33895	20130504	1712	100	9.5	66.41	0.07
psa	2013.44317	20130611	1812	126	9.3	66.96	0.03
psa	2013.48969	20130628	1740	231	8.8	67.51	0.15
psa	2013.52811	20130712	1814	87	3.3	67.66	0.13
psa	2013.56606	20130726	1440	124	6	67.97	0.33
psa	2013.60168	20130808	1442	45	6.2	68.10	0.18
psa	2013.63437	20130820	1305	108	5	68.36	0.03
psa	2013.67847	20130905	1524	17	3.7	68.58	0.02
psa	2013.80480	20131021	1804	227	4.8	69.25	0.31
psa	2013.88139	20131118	1701	36	8.8	69.14	0.21
psa	2013.90534	20131127	1045	107	3.9	69.68	0.20
psa	2013.94680	20131212	1356	151	4.3	69.55	0.02
psa	2013.97726	20131223	1650	119	4.1	68.96	0.48
psa	2014.03231	20140112	1904	24	7.2	69.76	0.21
psa	2014.07694	20140129	0201	16	4.9	69.67	0.29
psa	2014.09806	20140205	1859	207	5.5	69.53	0.27
psa	2014.15479	20140226	1200	353	6.4	70.34	0.33
psa	2014.20992	20140318	1452	77	5.1	70.36	0.04
psa	2014.26185	20140406	1349	355	13	70.87	0.44
psa	2014.29544	20140418	2002	333	3	70.93	0.51
psa	2014.33080	20140501	1750	106	7.3	71.97	0.24
psa	2014.36884	20140515	1501	183	3.4	71.81	0.09
psa	2014.44838	20140613	1549	22	1.8	72.49	0.03
psa	2014.48119	20140625	1515	105	6.1	72.29	0.11
psa	2014.51653	20140708	1247	55	3.2	72.40	0.00
psa	2014.56322	20140725	1350	139	3.9	72.65	0.13
psa	2014.60169	20140808	1449	-88	6.9	73.63	0.09
psa	2014.64299	20140823	1633	320	3.1	74.85	0.59
psa	2014.68132	20140906	1620	163	3.9	74.03	0.15
psa	2014.70830	20140916	1243	34	11.2	73.77	0.01
psa	2014.75020	20141001	1944	119	4.5	74.56	0.19
psa	2014.78775	20141015	1241	125	2.2	74.52	0.17
psa	2014.82422	20141028	2008	129	3.3	74.43	0.02
psa	2014.86443	20141112	1223	76	8.8	75.10	0.11
psa	2014.93599	20141208	1514	329	21	74.59	0.17
psa	2014.97412	20141222	1315	134	2.8	74.77	0.31
psa	2015.00958	20150104	1155	124	1.3	75.23	0.10
psa	2015.06179	20150123	1317	113	7	75.04	0.01
psa	2015.10281	20150207	1236	22	9.3	74.97	0.10
psa	2015.14688	20150223	1440	242	6.7	75.06	0.13
psa	2015.17937	20150307	1118	29	4.9	75.53	0.21
psa	2015.20692	20150317	1238	23	9.3	75.31	0.66
psa	2015.25397	20150403	1646	134	3.6	76.48	0.15
psa	2015.28656	20150415	1415	57	6.2	76.10	0.27
psa	2015.32010	20150427	2003	138	3.9	76.49	0.17
psa	2015.37144	20150516	1350	104	6	77.02	0.18
psa	2015.41783	20150602	1213	59	3.3	77.42	0.57
psa	2015.48142	20150625	1716	106	6.5	77.80	0.15
psa	2015.52835	20150712	2020	51	5.4	77.82	0.12
psa	2015.58038	20150731	2007	24	4.6	78.29	0.27
psa	2015.60168	20150808	1444	102	3.5	78.41	0.17
psa	2015.65353	20150827	1255	161	2.7	79.29	0.08
psa	2015.68359	20150907	1213	89	4	79.14	0.18
psa	2015.73643	20150926	1909	106	5.9	79.62	0.03
psa	2015.87625	20151116	1955	41	6.35	80.08	0.48
psa	2015.91660	20151201	1324	275	4.5	80.03	0.01
psa	2015.96035	20151217	1238	220	5.8	80.73	0.07
psa	2016.00144	20160101	1237	74	6.6	80.49	0.03
psa	2016.03157	20160112	1319	117	2.8	80.49	0.02
psa	2016.07620	20160128	2121	87	5.1	80.71	0.00
psa	2016.11343	20160211	1223	91	2.6	80.65	0.30
psa	2016.17442	20160304	2008	222	2.8	81.05	0.10
psa	2016.21207	20160318	1450	200	9.8	80.96	0.12
psa	2016.25018	20160401	1333	333	4.1	81.45	0.11
psa	2016.28584	20160414	1450	16	4.6	81.81	0.13
psa	2016.33575	20160502	2116	113	4.95	82.31	0.07
psa	2016.38438	20160520	1623	95	4.6	82.55	0.01
psa	2016.45030	20160613	1926	122	7.7	82.85	0.06
psa	2016.51308	20160706	1856	155	5.8	83.19	0.00
psa	2016.61689	20160813	1848	132	4.61	84.45	0.22
psa	2016.66052	20160829	1800	98	6.19	84.66	0.13
psa	2016.73644	20160926	1254	118	3.14	85.25	0.26
psa	2016.78020	20161012	1319	1319	6.2	85.62	0.13
psa	2016.82704	20161029	1644	21	12.26	85.76	0.13
psa	2016.86505	20161112	1435	100	6.17	85.49	0.01
psa	2016.89266	20161122	1705	90	6.17	85.84	0.05
psa	2016.93576	20161208	1145	340	2.6	85.60	0.36
psa	2016.97439	20161222	1502	100	5.65	86.00	0.08
psa	2017.02352	20170109	1404	90	4.6	85.86	0.19
psa	2017.06492	20170124	1640	310	4.1	85.97	0.12
psa	2017.10615	20170208	1750	110	2.6	86.70	0.00
psa	2017.14953	20170224	1353	280	4.6	86.57	0.01
psa	2017.17936	20170307	1110	200	3.6	87.33	0.21
psa	2017.22871	20170325	1128	330	4.6	87.90	0.14
psa	2017.26532	20170407	2014	92	2.84	88.36	0.37
psa	2017.31157	20170424	1720	133	3.29	88.56	0.34
psa	2017.34725	20170507	1753	131	2.69	88.68	0.12
psa	2017.39352	20170524	1512	38	4.7	88.99	0.00
psa	2017.43506	20170608	1908	72	3.46	89.51	0.46
psa	2017.47029	20170621	1545	87	8.53	88.99	0.04
psa	2017.52529	20170711	1733	21	5.5	89.30	0.03
psa	2017.60412	20170809	1207	160	3.4	90.00	0.01
psa	2017.64580	20170824	1711	104	3.1	90.61	0.30
psa	2017.70065	20170913	1744	140	4.85	90.62	0.14
psa	2017.73876	20170927	1530	115	5.3	90.96	0.10
psa	2018.02105	20180108	1624	110	7	92.45	0.04
psa	2018.06167	20180123	1212	337	2.7	92.55	0.08
psa	2018.15264	20180225	1710	107	4.5	92.97	0.17
psa	2018.18307	20180308	1944	207	5.9	93.35	0.41
psa	2018.23180	20180326	1436	350	4.9	93.42	0.02
psa	2018.28918	20180416	1312	3.37	5.01	94.25	0.08
psa	2018.31738	20180426	2013	117	3.28	94.22	0.05
psa	2018.34448	20180506	1740	4	2.98	94.32	0.48
psa	2018.38280	20180520	1721	124	3.13	95.21	0.13
psa	2018.47849	20180624	1536	20	4.6	95.72	0.21
psa	2018.56036	20180724	1245	338	5.98	97.03	0.08
psa	2018.61555	20180813	1613	100	6.3	97.29	0.04
psa	2018.64603	20180824	1912	344	6.36	97.37	0.12
psa	2018.69229	20180910	1629	115	4.7	97.46	0.08
psa	2018.73855	20180927	1341	111	5.8	98.25	0.05
psa	2018.77418	20181010	1347	105	4.8	98.24	0.17
psa	2018.82098	20181027	1549	75	5.6	98.42	0.34
psa	2018.85924	20181110	1459	109	5.6	98.10	0.03
psa	2018.89479	20181123	1421	336	8.6	98.49	0.05
psa	2018.93357	20181207	1804	229	7.05	98.38	0.21
psa	2018.97945	20181224	1159	262	3.6	98.25	0.04
psa	2019.02610	20190110	1239	77	8.8	98.50	0.26
psa	2019.06779	20190125	1752	100	5.9	98.42	0.24
psa	2019.11107	20190210	1257	217	5.6	98.58	0.06
psa	2019.15604	20190226	2256	218	2.8	98.57	0.00
psa	2019.18238	20190308	1340	94	6.2	98.81	0.23
psa	2019.22879	20190325	1214	13	9.5	99.42	0.04
psa	2019.28505	20190415	0100	32	5.41	99.59	0.09
psa	2019.31112	20190424	1323	131	8.17	99.74	0.29
psa	2019.36376	20190513	1830	5	6.58	100.21	0.13
psa	2019.39091	20190523	1623	359	9.34	100.25	0.27
psa	2019.47869	20190624	1720	73	7.68	100.88	0.29
psa	2019.54300	20190718	0440	111	9.72	101.61	0.11
psa	2019.56041	20190724	1313	111	6.92	101.64	0.00
psa	2019.60428	20190809	1330	103	6.07	102.08	0.09
psa	2019.64587	20190824	1749	136	7.54	102.89	0.06
psa	2019.69181	20190910	1215	125	9.72	102.65	0.07
psa	2019.73852	20190927	1328	317	14.13	103.10	0.03
smo	1994.91221	19941129	2300	80	5	0.57	0.26
smo	1995.00826	19950104	0020	150	8	0.64	0.01
smo	1995.12031	19950213	2155	340	6	0.94	0.10
smo	1995.16713	19950303	0006	85	8	1.21	0.16
smo	1995.20561	19950317	0109	106	6	0.85	0.15
smo	1995.25738	19950404	2240	80	3	0.97	0.14
smo	1995.29586	19950418	2345	110	6	0.94	0.07
smo	1995.35040	19950508	2130	110	6	1.28	0.19
smo	1995.39170	19950523	2320	120	6	1.25	0.36
smo	1995.60544	19950809	2341	140	10	1.21	0.06
smo	1995.61925	19950815	0040	150	7	1.34	0.04
smo	1995.69592	19950912	0015	140	7	1.47	0.27
smo	1995.74253	19950929	0035	120	10	1.34	0.09
smo	1995.77548	19951011	0110	140	9	1.47	0.10
smo	1995.81097	19951024	0005	85	4	1.89	0.26
smo	1995.85475	19951108	2335	150	10	1.33	0.01
smo	1995.98627	19951226	2345	100	6	2.08	0.06
smo	1996.02456	19960109	2345	330	5	1.90	0.10
smo	1996.06302	19960124	0135	330	3	2.00	0.05
smo	1996.14216	19960222	0045	5	8	2.63	0.09
smo	1996.21858	19960321	0001	50	3	2.28	0.02
smo	1996.23221	19960325	2345	140	4	2.01	0.00
smo	1996.27031	19960408	2225	109	9	1.87	0.07
smo	1996.28967	19960416	0030	130	6	1.98	0.21
smo	1996.36895	19960515	0054	140	8	2.10	0.18
smo	1996.39061	19960522	2306	145	5	2.07	0.06
smo	1996.42343	19960603	2327	100	7	2.07	0.03
smo	1996.46450	19960619	0011	120	8	2.43	0.34
smo	1996.49993	19960701	2324	107	9	2.83	0.34
smo	1996.52172	19960709	2247	157	4	2.27	0.13
smo	1996.59827	19960806	2312	115	3	2.26	0.28
smo	1996.64191	19960822	2230	140	4	2.51	0.18
smo	1996.67478	19960903	2314	130	7.5	2.37	0.29
smo	1996.69390	19960910	2311	130	11	2.86	0.02
smo	1996.75422	19961003	0102	150	6	2.75	0.02
smo	1996.82504	19961028	2307	110	3	2.62	0.02
smo	1996.84685	19961105	2245	50	3	2.84	0.10
smo	1996.87144	19961114	2245	150	5	3.79	0.02
smo	1996.99717	19961230	2310	90	3	3.43	0.11
smo	1997.04100	19970115	2310	340	3	3.53	0.17
smo	1997.07386	19970127	2300	335	2	3.37	0.05
smo	1997.26439	19970407	1206	110	5	3.35	0.24
smo	1997.51771	19970708	2310	140	9	3.80	0.16
smo	1997.59440	19970805	2255	150	9	4.12	0.13
smo	1997.74508	19970929	2255	155	7	4.55	0.08
smo	1998.05497	19980121	0130	145	9	4.98	0.00
smo	1998.09372	19980204	0500	155	7	5.16	0.07
smo	1998.10989	19980210	0239	151	5	6.62	0.22
smo	1998.16734	19980303	0156	155	5	5.43	0.15
smo	1998.18941	19980311	0315	124	11	5.46	0.20
smo	1998.20572	19980317	0207	145	6	5.64	0.42
smo	1998.22505	19980324	0325	152	6	5.81	0.41
smo	1998.26330	19980407	0229	120	6	5.27	0.23
smo	1998.30734	19980423	0418	153	5	5.47	0.06
smo	1998.33967	19980504	2331	152	4	5.86	0.02
smo	1998.38107	19980520	0210	145	8	5.83	0.04
smo	1998.40298	19980528	0206	126	6	5.84	0.35
smo	1998.45515	19980616	0309	125	8	6.02	0.10
smo	1998.47705	19980624	0255	124	1	6.16	0.11
smo	1998.51254	19980707	0149	88	6	6.20	0.23
smo	1998.53446	19980715	0150	137	9	5.86	0.22
smo	1998.57003	19980728	0130	151	7	6.18	0.00
smo	1998.58940	19980804	0310	156	7	5.95	0.01
smo	1998.60852	19980811	0240	158	7	6.72	0.09
smo	1998.62770	19980818	0238	147	9	6.37	0.02
smo	1998.66568	19980831	2320	134	3	6.77	0.04
smo	1998.68758	19980908	2310	139	5	6.66	0.12
smo	1998.70684	19980915	2357	113	7	6.80	0.18
smo	1998.72324	19980921	2335	129	4	7.91	0.16
smo	1998.74242	19980928	2335	153	10	7.23	0.08
smo	1998.76160	19981005	2335	127	9	7.06	0.08
smo	1998.78351	19981013	2335	117	8	7.28	0.06
smo	1998.80019	19981020	0140	78	3	8.24	0.24
smo	1998.84135	19981104	0215	61	6	7.78	0.33
smo	1998.85765	19981110	0100	94	2	7.41	0.11
smo	1998.87666	19981116	2335	118	6	7.49	0.06
smo	1998.89613	19981124	0205	91	4	7.61	0.06
smo	1998.97577	19981223	0344	346	6	8.30	0.14
smo	1998.99757	19981231	0245	342	2	8.29	0.11
smo	1999.01129	19990105	0255	153	2	7.93	0.03
smo	1999.03050	19990112	0310	338	8	8.84	0.22
smo	1999.04964	19990119	0250	343	4	8.58	0.10
smo	1999.07150	19990127	0220	116	6	8.42	0.01
smo	1999.08797	19990202	0235	157	4	7.91	0.37
smo	1999.10676	19990208	2314	350	2	8.67	0.18
smo	1999.13439	19990219	0115	336	10	9.42	0.07
smo	1999.15091	19990225	0200	135	3	8.09	0.10
smo	1999.16464	19990302	0215	119	7	8.58	0.30
smo	1999.18928	19990311	0205	150	4	8.47	0.39
smo	1999.22489	19990324	0200	91	6	8.66	0.09
smo	1999.29881	19990420	0135	22	2	9.15	0.13
smo	1999.31793	19990427	0104	335	2	8.89	0.16
smo	1999.33734	19990504	0307	90	4	8.64	0.01
smo	1999.37567	19990518	0250	110	2	8.88	0.10
smo	1999.39763	19990526	0315	155	12.5	8.41	0.01
smo	1999.41946	19990603	0230	100	2	9.15	0.24
smo	1999.43593	19990609	0245	65	3	9.03	0.02
smo	1999.45525	19990616	0400	124	7	8.94	0.10
smo	1999.49066	19990629	0210	155	7	8.73	0.03
smo	1999.50965	19990706	0030	110	7	9.14	0.22
smo	1999.52934	19990713	0500	145	8	8.87	0.13
smo	1999.52936	19990713	0510	145	8	9.10	0.09
smo	1999.54834	19990720	0330	110	6	9.34	0.26
smo	1999.56738	19990727	0215	100	7	9.29	0.01
smo	1999.58652	19990803	0155	121	7	9.62	0.15
smo	1999.60577	19990810	0235	113	1	9.72	0.05
smo	1999.62485	19990817	0140	100	5	10.01	0.00
smo	1999.64682	19990825	0210	143	13	9.26	0.05
smo	1999.68780	19990909	0110	91	2	9.76	0.01
smo	1999.70985	19990917	0215	46	5	10.69	0.19
smo	1999.74001	19990928	0230	350	4	9.94	0.15
smo	1999.76193	19991006	0230	140	10	9.98	0.12
smo	1999.78388	19991014	0245	50	4	10.31	0.13
smo	1999.79763	19991019	0315	60	3	10.41	0.09
smo	1999.81712	19991026	0600	350	3	10.30	0.07
smo	1999.83592	19991102	0240	88	6	10.52	0.09
smo	1999.85512	19991109	0250	121	7	10.37	0.06
smo	1999.87440	19991116	0345	108	4	10.02	0.07
smo	1999.89346	19991123	0245	77	3	10.78	0.04
smo	1999.93182	19991207	0245	5	2	11.36	0.13
smo	1999.95106	19991214	0315	130	5	10.98	0.02
smo	1999.97295	19991222	0300	150	4	10.31	0.20
smo	1999.99205	19991229	0220	340	4	11.63	0.18
smo	2000.00857	20000104	0315	355	4	11.65	0.03
smo	2000.03026	20000112	0150	160	5	11.59	0.20
smo	2000.04944	20000119	0215	350	2	11.33	0.17
smo	2000.06846	20000126	0120	0	5	11.23	0.05
smo	2000.10401	20000208	0139	20	2	11.38	0.16
smo	2000.14770	20000224	0122	0	5	11.74	0.07
smo	2000.16134	20000229	0110	340	6	12.24	0.07
smo	2000.18057	20000307	0210	0	9	12.30	0.02
smo	2000.20265	20000315	0405	340	3	11.44	0.10
smo	2000.22171	20000322	0328	340	5	11.49	0.10
smo	2000.24070	20000329	0221	0	4	11.82	0.15
smo	2000.25981	20000405	0210	40	3	11.78	0.15
smo	2000.27629	20000411	0256	340	7	12.20	0.04
smo	2000.29780	20000418	2354	80	4	12.02	0.06
smo	2000.31456	20000425	0305	110	7	11.33	0.00
smo	2000.35821	20000511	0230	135	10	12.14	0.31
smo	2000.37452	20000517	0147	158	6	11.44	0.01
smo	2000.39103	20000523	0250	130	5	11.61	0.10
smo	2000.42923	20000606	0224	155	8.5	11.66	0.05
smo	2000.44832	20000613	0205	135	6.5	11.81	0.15
smo	2000.47020	20000621	0214	120	13	11.87	0.01
smo	2000.48680	20000627	0401	135	13	11.99	0.20
smo	2000.50566	20000704	0145	145	7	11.99	0.46
smo	2000.52754	20000712	0157	160	7.5	12.23	0.10
smo	2000.54397	20000718	0213	115	5	12.69	0.04
smo	2000.56308	20000725	0207	130	4	12.54	0.07
smo	2000.58501	20000802	0243	80	2.5	12.15	0.00
smo	2000.60423	20000809	0331	115	4.5	13.03	0.08
smo	2000.62322	20000816	0220	160	3.5	13.07	0.08
smo	2000.63957	20000822	0159	85	3	13.27	0.16
smo	2000.65843	20000828	2337	130	8	12.55	0.26
smo	2000.68020	20000905	2255	135	7.5	12.93	0.07
smo	2000.69693	20000912	0149	85	6	13.19	0.04
smo	2000.71606	20000919	0154	50	3	12.81	0.04
smo	2000.73802	20000927	0248	330	4	13.69	0.17
smo	2000.75673	20001003	2308	115	12	12.87	0.01
smo	2000.77887	20001012	0138	45	3	13.22	0.02
smo	2000.79778	20001018	2341	70	6	13.31	0.29
smo	2000.81159	20001024	0103	350	5	14.21	0.06
smo	2000.83351	20001101	0134	140	9	13.00	0.01
smo	2000.84996	20001107	0204	40	4.5	13.73	0.19
smo	2000.86872	20001113	2251	95	7	13.39	0.02
smo	2000.89092	20001122	0148	140	7	13.65	0.03
smo	2000.91004	20001129	0146	60	5	14.09	0.23
smo	2000.92612	20001204	2301	80	5.5	14.38	0.08
smo	2000.98657	20001227	0200	130	5	13.41	0.06
smo	2001.00567	20010103	0142	95	7	14.23	0.18
smo	2001.02232	20010109	0334	330	7	15.15	0.26
smo	2001.04402	20010117	0135	45	4	14.24	0.01
smo	2001.06060	20010123	0250	360	5	15.04	0.17
smo	2001.10170	20010207	0254	50	3	14.56	0.12
smo	2001.11773	20010212	2319	10	3	15.15	0.09
smo	2001.13993	20010221	0149	330	5	15.66	0.10
smo	2001.18090	20010308	0041	90	4	15.85	0.14
smo	2001.20542	20010316	2328	330	7	14.69	0.51
smo	2001.21403	20010320	0252	60	2	14.77	0.16
smo	2001.23273	20010326	2242	160	6	14.75	0.08
smo	2001.25506	20010404	0217	50	4	15.36	0.00
smo	2001.29313	20010417	2350	120	4	14.27	0.10
smo	2001.33744	20010504	0400	140	3	14.75	0.29
smo	2001.33747	20010504	0413	140	3	14.64	0.14
smo	2001.34838	20010508	0347	135	8	14.68	0.09
smo	2001.37826	20010519	0133	157	6	14.86	0.11
smo	2001.37837	20010519	0233	157	6	14.60	0.13
smo	2001.39729	20010526	0017	110	5	15.31	0.02
smo	2001.41395	20010601	0210	110	5	14.88	0.13
smo	2001.42769	20010606	0232	120	5	15.23	0.12
smo	2001.44918	20010613	2247	85	5	15.38	0.02
smo	2001.44928	20010613	2344	85	5	15.53	0.02
smo	2001.46571	20010619	2336	115	5	15.11	0.07
smo	2001.48241	20010626	0155	120	9	15.59	0.05
smo	2001.52043	20010709	2257	150	7	15.92	0.05
smo	2001.56719	20010727	0033	155	12	15.25	0.22
smo	2001.58078	20010731	2337	140	8	15.62	0.19
smo	2001.58082	20010731	2359	140	8	16.38	0.31
smo	2001.60031	20010808	0244	140	11	16.27	0.01
smo	2001.61945	20010815	0222	150	6	16.89	0.17
smo	2001.61948	20010815	0237	150	6	16.22	0.21
smo	2001.63824	20010821	2257	155	9	15.60	0.04
smo	2001.66024	20010829	2341	120	10	15.75	0.11
smo	2001.66026	20010829	2351	120	10	15.87	0.08
smo	2001.67689	20010905	0134	160	5	16.07	0.23
smo	2001.71257	20010918	0209	130	10	16.06	0.02
smo	2001.71263	20010918	0238	130	10	15.88	0.01
smo	2001.73175	20010925	0206	125	3	16.69	0.20
smo	2001.75358	20011003	0124	100	10	16.62	0.14
smo	2001.77556	20011011	0152	87	6	16.43	0.28
smo	2001.82736	20011029	2343	100	4	17.57	0.28
smo	2001.84954	20011107	0157	130	10	16.50	0.07
smo	2001.87170	20011115	0404	360	3	18.22	0.07
smo	2001.88514	20011120	0148	130	7	17.15	0.01
smo	2001.90429	20011127	0137	1	3	17.76	0.46
smo	2001.93451	20011208	0220	45	3	17.74	0.07
smo	2001.95063	20011213	2330	130	8	16.99	0.00
smo	2002.00596	20020103	0410	140	4	18.79	0.02
smo	2002.02481	20020110	0118	340	4	17.94	0.41
smo	2002.04922	20020118	2310	25	5	18.35	0.10
smo	2002.06318	20020124	0128	110	6	18.18	0.36
smo	2002.07696	20020129	0211	15	7	17.45	0.00
smo	2002.07711	20020129	0328	105	7	17.84	0.01
smo	2002.09629	20020205	0332	108	3	18.63	0.36
smo	2002.12347	20020215	0138	354	6	18.28	0.05
smo	2002.14020	20020221	0409	36	7	18.86	0.27
smo	2002.15658	20020227	0339	66	4	18.72	0.31
smo	2002.17286	20020305	0216	23	5	18.37	0.08
smo	2002.19208	20020312	0235	133	4	18.97	0.18
smo	2002.21362	20020319	2319	136	4	18.14	0.04
smo	2002.21373	20020320	0015	136	4	17.80	0.10
smo	2002.23038	20020326	0206	19	6	18.71	0.30
smo	2002.23276	20020326	2301	63	4	18.50	0.17
smo	2002.24978	20020402	0406	128	7	18.35	0.15
smo	2002.26902	20020409	0436	125	7	18.32	0.34
smo	2002.29627	20020419	0321	159	8	18.19	0.06
smo	2002.30735	20020423	0421	104	6	18.76	0.27
smo	2002.32631	20020430	0231	98	4	18.33	0.16
smo	2002.35869	20020511	2210	111	9	18.73	0.14
smo	2002.35877	20020511	2252	111	9	18.58	0.08
smo	2002.36701	20020514	2300	140	4	18.04	0.01
smo	2002.38623	20020521	2320	150	12	18.62	0.19
smo	2002.38630	20020521	2359	150	12	18.84	0.04
smo	2002.40264	20020527	2309	110	3	19.46	0.02
smo	2002.42738	20020605	2351	120	7	19.18	0.09
smo	2002.43849	20020610	0109	148	10	18.70	0.04
smo	2002.46068	20020618	0335	154	13	18.53	0.42
smo	2002.46358	20020619	0456	124	13	18.90	0.22
smo	2002.48233	20020626	0112	138	10	18.84	0.00
smo	2002.49879	20020702	0125	93	8	19.14	0.09
smo	2002.49906	20020702	0345	93	8	19.15	0.09
smo	2002.52358	20020711	0236	105	5	19.27	0.22
smo	2002.54530	20020719	0050	130	11	19.43	0.06
smo	2002.55638	20020723	0151	91	5	19.19	0.18
smo	2002.57828	20020731	0144	133	7	19.65	0.45
smo	2002.61661	20020814	0130	123	13	19.72	0.37
smo	2002.65185	20020826	2211	114	8	19.67	0.29
smo	2002.65195	20020826	2306	114	8	19.99	0.20
smo	2002.69059	20020910	0135	122	8	20.00	0.06
smo	2002.69082	20020910	0335	122	8	20.06	0.07
smo	2002.70976	20020917	0130	134	10	19.61	0.14
smo	2002.73121	20020924	2126	147	10	20.11	0.24
smo	2002.73141	20020924	2308	147	10	20.06	0.25
smo	2002.74760	20020930	2100	122	15	19.88	0.00
smo	2002.76722	20021008	0050	92	4	20.54	0.05
smo	2002.78639	20021015	0045	142	8	20.53	0.24
smo	2002.78664	20021015	0300	142	8	20.74	0.08
smo	2002.80562	20021022	0115	132	9	20.18	0.09
smo	2002.82473	20021029	0037	133	8	20.74	0.03
smo	2002.82490	20021029	0207	133	8	20.98	0.45
smo	2002.84625	20021105	2111	89	7	20.93	0.08
smo	2002.86589	20021113	0110	130	4	20.83	0.00
smo	2002.88225	20021119	0029	96	4	20.59	0.01
smo	2002.90154	20021126	0129	342	3	21.34	0.17
smo	2002.90182	20021126	0357	342	3	21.70	0.10
smo	2002.92064	20021203	0049	155	5	21.55	0.11
smo	2002.94264	20021211	0129	157	7	20.57	0.07
smo	2002.94283	20021211	0313	157	7	21.03	0.48
smo	2002.95896	20021217	0031	23	5	21.37	0.20
smo	2003.00810	20030103	2259	2	5	21.52	0.08
smo	2003.00826	20030104	0024	2	5	22.25	0.54
smo	2003.01931	20030108	0107	887	3	22.13	0.10
smo	2003.04422	20030117	0324	160	5	22.00	0.07
smo	2003.04435	20030117	0430	160	5	22.78	0.12
smo	2003.08242	20030131	0200	141	1	20.87	0.02
smo	2003.08248	20030131	0230	141	1	22.06	0.47
smo	2003.10416	20030208	0025	228	5	22.76	0.02
smo	2003.12061	20030214	0030	164	1	21.47	0.02
smo	2003.13450	20030219	0211	148	4	20.99	0.01
smo	2003.15104	20030225	0305	85	4	21.23	0.13
smo	2003.17564	20030306	0235	79	3	22.81	0.22
smo	2003.18924	20030311	0144	89	4	22.63	0.01
smo	2003.20844	20030318	0158	130	7	22.79	0.27
